,smoothing_level,smoothing_slope,damping_slope,damped,RMSE,R²
30,0.4,0.4,0.1,True,4.782434852747872,-6.059681051971885
31,0.4,0.5,0.1,True,4.756838181367212,-5.984313271215503
32,0.4,0.6,0.1,True,4.730324484744161,-5.9066718306237105
33,0.4,0.7,0.1,True,4.702902623457161,-5.826827483296289
34,0.4,0.8,0.1,True,4.674581654248468,-5.744852485870174
35,0.4,0.9,0.1,True,4.645370840880244,-5.6608205625313905
36,0.5,0.1,0.1,True,4.02375519729812,-3.9974683980338694
37,0.5,0.2,0.1,True,3.97129846951461,-3.868016168510856
38,0.5,0.3,0.1,True,3.9178009671822105,-3.737745125111542
39,0.5,0.4,0.1,True,3.8632957258703455,-3.606837171437091
40,0.5,0.5,0.1,True,3.8078176271181876,-3.475476026626656
41,0.5,0.6,0.1,True,3.751403579740685,-3.3438471216260606
42,0.5,0.7,0.1,True,3.694092722070367,-3.212137496012418
43,0.5,0.8,0.1,True,3.635926647732277,-3.0805356953947314
44,0.5,0.9,0.1,True,3.576949657868501,-2.9492316694092526
45,0.6,0.1,0.1,True,2.854380802806248,-1.514842428889719
46,0.6,0.2,0.1,True,2.778781159769421,-1.3833929289950677
47,0.6,0.3,0.1,True,2.7034955032902124,-1.2559956520245041
48,0.6,0.4,0.1,True,2.6287591125681264,-1.1329886158248978
49,0.6,0.5,0.1,True,2.5548344116392925,-1.0147096632270598
50,0.6,0.6,0.1,True,2.482014176833551,-0.9014962390464747
